gene	number	code	class
ABCF2	1	0010000	Others
AC012531.1	1	0010000	Others
AC020909.1	1	1000000	Transcription factor
ACF	2	1001000	RNA binding protein,Transcription factor
ACO1	1	0000010	Nuclear enzyme
ADARB1	1	0000010	Nuclear enzyme
ADNP	2	1100000	Transcription cofactor,Transcription factor
AEBP2	2	1000100	Chromatin remodeller,Transcription factor
AFF1	2	1001000	Transcription factor,RNA binding protein
AFF4	1	1000000	Transcription factor
AFP	2	1001000	Transcription factor,RNA binding protein
AGAP2	1	0010000	Others
AGGF1	1	0010000	Others
AGO1	3	1101000	Transcription cofactor,RNA binding protein,Transcription factor
AGO2	3	1101000	Transcription factor,RNA binding protein,Transcription cofactor
AHR	2	1001000	RNA binding protein,Transcription factor
AIRE	2	1000100	Transcription factor,Chromatin remodeller
AKR1A1	1	0000010	Nuclear enzyme
ALX1	1	1000000	Transcription factor
ALX3	1	1000000	Transcription factor
ALX4	1	1000000	Transcription factor
ANXA1	1	0010000	Others
ANXA11	1	0010000	Others
AP1M2	1	0010000	Others
AP3B1	1	0010000	Others
AP5Z1	2	1010000	Others,Transcription factor
APEX2	1	0010000	Others
AR	2	1001000	Transcription factor,RNA binding protein
ARFGAP1	1	0000010	Nuclear enzyme
ARGFX	1	1000000	Transcription factor
ARHGAP35	2	1100000	Transcription cofactor,Transcription factor
ARHGEF12	1	0010000	Others
ARID1A	3	1100100	Transcription factor,Transcription cofactor,Chromatin remodeller
ARID1B	2	1000100	Transcription factor,Chromatin remodeller
ARID2	2	1100000	Transcription factor,Transcription cofactor
ARID3A	1	1000000	Transcription factor
ARID3B	1	1000000	Transcription factor
ARID3C	1	1000000	Transcription factor
ARID5A	1	1000000	Transcription factor
ARID5B	1	1000000	Transcription factor
ARNT	1	1000000	Transcription factor
ARNT2	1	1000000	Transcription factor
ARNTL	1	1000000	Transcription factor
ARNTL2	1	1000000	Transcription factor
ARRB1	1	0100000	Transcription cofactor
ARX	2	1001000	Transcription factor,RNA binding protein
ASAP3	1	0010000	Others
ASCC1	1	0100000	Transcription cofactor
ASCL1	1	1000000	Transcription factor
ASCL2	1	1000000	Transcription factor
ASH1L	3	1100100	Chromatin remodeller,Transcription factor,Transcription cofactor
ASH2L	3	1100100	Transcription factor,Transcription cofactor,Chromatin remodeller
ASPSCR1	1	0010000	Others
ASXL1	3	0100101	Chromatin remodeller,Polycomb group (PcG) protein,Transcription cofactor
ATF1	1	1000000	Transcription factor
ATF2	2	1000100	Chromatin remodeller,Transcription factor
ATF3	1	1000000	Transcription factor
ATF4	1	1000000	Transcription factor
ATF5	1	1000000	Transcription factor
ATF6	1	1000000	Transcription factor
ATF6B	1	1000000	Transcription factor
ATF7	1	1000000	Transcription factor
ATOH1	1	1000000	Transcription factor
ATOH7	1	1000000	Transcription factor
ATOH8	1	1000000	Transcription factor
ATRX	3	1100100	Chromatin remodeller,Transcription cofactor,Transcription factor
ATRX	3	1100100	Chromatin remodeller,Transcription factor,Transcription cofactor
AVEN	1	1000000	Transcription factor
BACH1	1	1000000	Transcription factor
BACH2	1	1000000	Transcription factor
BAHD1	1	0000100	Chromatin remodeller
BARHL1	1	1000000	Transcription factor
BARHL2	1	1000000	Transcription factor
BARX1	1	1000000	Transcription factor
BARX2	1	1000000	Transcription factor
BATF	1	1000000	Transcription factor
BATF3	1	1000000	Transcription factor
BAX	2	1001000	Transcription factor,RNA binding protein
BBX	2	1001000	Transcription factor,RNA binding protein
BCL11A	1	1000000	Transcription factor
BCL11B	1	1000000	Transcription factor
BCL2	1	0010000	Others
BCL3	2	1100000	Transcription cofactor,Transcription factor
BCL3	2	1100000	Transcription factor,Transcription cofactor
BCL6	1	1000000	Transcription factor
BCL6B	1	1000000	Transcription factor
BCLAF1	2	1001000	RNA binding protein,Transcription factor
BCOR	2	1100000	Transcription factor,Transcription cofactor
BDP1	2	1100000	Transcription factor,Transcription cofactor
BHLHA15	1	1000000	Transcription factor
BHLHE22	1	1000000	Transcription factor
BHLHE23	1	1000000	Transcription factor
BHLHE40	1	1000000	Transcription factor
BHLHE41	1	1000000	Transcription factor
BMI1	4	1100101	Polycomb group (PcG) protein,Transcription cofactor,Transcription factor,Chromatin remodeller
BMI1	4	1100101	Transcription cofactor,Transcription factor,Chromatin remodeller,Polycomb group (PcG) protein
BMPR1A	1	0010000	Others
BOLL	1	0001000	RNA binding protein
BPTF	3	1100100	Transcription factor,Transcription cofactor,Chromatin remodeller
BRCA1	2	1100000	Transcription cofactor,Transcription factor
BRD1	2	0100100	Chromatin remodeller,Transcription cofactor
BRD2	2	0100100	Chromatin remodeller,Transcription cofactor
BRD3	2	0100100	Chromatin remodeller,Transcription cofactor
BRD4	3	1100100	Chromatin remodeller,Transcription factor,Transcription cofactor
BRD4	3	1100100	Transcription factor,Transcription cofactor,Chromatin remodeller
BRD9	2	1000100	Transcription factor,Chromatin remodeller
BRF1	2	1100000	Transcription factor,Transcription cofactor
BRF2	2	1100000	Transcription cofactor,Transcription factor
BSX	1	1000000	Transcription factor
C19orf25	1	0010000	Others
CACD	1	0010000	Others
CARM1	2	0100100	Chromatin remodeller,Transcription cofactor
CASZ1	1	1000000	Transcription factor
CAT	2	1001000	Transcription factor,RNA binding protein
CAVIN1	2	1100000	Transcription cofactor,Transcription factor
CAVIN1	2	1100000	Transcription factor,Transcription cofactor
CBFA2T2	2	1100000	Transcription factor,Transcription cofactor
CBFA2T3	2	1100000	Transcription cofactor,Transcription factor
CBFB	1	1000000	Transcription factor
CBX1	2	1000100	Chromatin remodeller,Transcription factor
CBX1	2	1000100	Transcription factor,Chromatin remodeller
CBX2	3	1100100	Chromatin remodeller,Transcription factor,Transcription cofactor
CBX3	4	1101100	Chromatin remodeller,Transcription factor,RNA binding protein,Transcription cofactor
CBX3	4	1101100	Transcription factor,Transcription cofactor,RNA binding protein,Chromatin remodeller
CBX4	2	0100100	Chromatin remodeller,Transcription cofactor
CBX5	3	1100100	Transcription factor,Transcription cofactor,Chromatin remodeller
CBX7	2	0100100	Chromatin remodeller,Transcription cofactor
CBX8	3	1100100	Transcription factor,Transcription cofactor,Chromatin remodeller
CC2D1A	1	1000000	Transcription factor
CCAR2	3	1101000	Transcription factor,RNA binding protein,Transcription cofactor
CCDC25	1	0010000	Others
CCDC6	1	0010000	Others
CCNT2	2	1100000	Transcription cofactor,Transcription factor
CCNT2	2	1100000	Transcription factor,Transcription cofactor
CD59	1	1000000	Transcription factor
CDC5L	1	1000000	Transcription factor
CDK2	1	0100000	Transcription cofactor
CDK6	1	0000010	Nuclear enzyme
CDK7	1	0100000	Transcription cofactor
CDK8	1	0100000	Transcription cofactor
CDK9	1	0100000	Transcription cofactor
CDX1	1	1000000	Transcription factor
CDX2	1	1000000	Transcription factor
CDX4	1	1000000	Transcription factor
CEBPA	1	1000000	Transcription factor
CEBPB	1	1000000	Transcription factor
CEBPD	1	1000000	Transcription factor
CEBPE	1	1000000	Transcription factor
CEBPG	1	1000000	Transcription factor
CEBPZ	2	1001000	RNA binding protein,Transcription factor
CEBPZ	2	1001000	Transcription factor,RNA binding protein
CELF4	1	0010000	Others
CELF5	1	0010000	Others
CENPB	2	1100000	Transcription cofactor,Transcription factor
CERS4	1	0010000	Others
CFL2	1	0010000	Others
CHAMP1	1	1000000	Transcription factor
CHD1	4	1101100	Chromatin remodeller,RNA binding protein,Transcription factor,Transcription cofactor
CHD1	4	1101100	Chromatin remodeller,Transcription factor,RNA binding protein,Transcription cofactor
CHD2	3	1001100	Chromatin remodeller,RNA binding protein,Transcription factor
CHD2	3	1001100	Chromatin remodeller,Transcription factor,RNA binding protein
CHD3	2	0100100	Transcription cofactor,Chromatin remodeller
CHD4	4	1101100	Chromatin remodeller,RNA binding protein,Transcription factor,Transcription cofactor
CHD4	4	1101100	Chromatin remodeller,Transcription factor,RNA binding protein,Transcription cofactor
CHD7	4	1101100	Chromatin remodeller,RNA binding protein,Transcription cofactor,Transcription factor
CHD7	4	1101100	RNA binding protein,Transcription factor,Transcription cofactor,Chromatin remodeller
CHD8	2	0100100	Transcription cofactor,Chromatin remodeller
CHURC1	1	0010000	Others
CIC	2	1001000	Transcription factor,RNA binding protein
CIITA	1	0100000	Transcription cofactor
CKMT1B	1	0000010	Nuclear enzyme
CLK1	1	0000010	Nuclear enzyme
CLOCK	2	1000100	Transcription factor,Chromatin remodeller
CNOT6	1	0100000	Transcription cofactor
COPS2	2	1100000	Transcription factor,Transcription cofactor
CPEB1	1	1000000	Transcription factor
CPSF4	1	0010000	Others
CREB1	1	1000000	Transcription factor
CREB3	1	1000000	Transcription factor
CREB3L1	1	1000000	Transcription factor
CREB3L2	1	1000000	Transcription factor
CREB3L4	1	1000000	Transcription factor
CREB5	1	1000000	Transcription factor
CREBBP	4	1101100	Chromatin remodeller,Transcription factor,RNA binding protein,Transcription cofactor
CREBBP	4	1101100	Transcription cofactor,Transcription factor,RNA binding protein,Chromatin remodeller
CREBL2	1	1000000	Transcription factor
CREM	1	1000000	Transcription factor
CRX	2	1000100	Transcription factor,Chromatin remodeller
CRY1	1	0100000	Transcription cofactor
CSDE1	2	1001000	Transcription factor,RNA binding protein
CSNK2A1	1	0100000	Transcription cofactor
CSNK2B	1	0000010	Nuclear enzyme
CSTA	1	0010000	Others
CSTF2	1	0010000	Others
CTAA1	1	0010000	Others
CTBP1	3	1100100	Chromatin remodeller,Transcription factor,Transcription cofactor
CTBP2	2	1100000	Transcription factor,Transcription cofactor
CTCF	3	1001100	Chromatin remodeller,RNA binding protein,Transcription factor
CTCF	3	1001100	RNA binding protein,Chromatin remodeller,Transcription factor
CTCFL	1	1000000	Transcription factor
CTNNB1	1	0100000	Transcription cofactor
CUX1	1	1000000	Transcription factor
CUX2	1	1000000	Transcription factor
CXXC1	3	1100100	Chromatin remodeller,Transcription cofactor,Transcription factor
CXXC4	1	1000000	Transcription factor
CYB5R1	1	0000010	Nuclear enzyme
CYCS	1	0010000	Others
DAB2	1	0100000	Transcription cofactor
DACH1	1	1000000	Transcription factor
DAXX	1	0100000	Transcription cofactor
DBP	2	1001000	Transcription factor,RNA binding protein
DBX1	1	1000000	Transcription factor
DBX2	1	1000000	Transcription factor
DDIT3	1	1000000	Transcription factor
DDX20	3	1101000	RNA binding protein,Transcription factor,Transcription cofactor
DDX20	3	1101000	Transcription cofactor,Transcription factor,RNA binding protein
DDX43	1	0000010	Nuclear enzyme
DDX5	1	0100000	Transcription cofactor
DEAF1	1	1000000	Transcription factor
DEK	3	1101000	Transcription cofactor,Transcription factor,RNA binding protein
DGCR8	1	0010000	Others
DHX36	1	0100000	Transcription cofactor
DIABLO	1	0010000	Others
DIDO1	1	1000000	Transcription factor
DIS3	1	0000010	Nuclear enzyme
DLX1	1	1000000	Transcription factor
DLX2	1	1000000	Transcription factor
DLX3	1	1000000	Transcription factor
DLX4	1	1000000	Transcription factor
DLX5	1	1000000	Transcription factor
DLX6	1	1000000	Transcription factor
DMBX1	1	1000000	Transcription factor
DMC1	1	0010000	Others
DMRT1	1	1000000	Transcription factor
DMRT2	1	1000000	Transcription factor
DMRT3	1	1000000	Transcription factor
DMRTA1	1	1000000	Transcription factor
DMRTA2	1	1000000	Transcription factor
DMRTC2	1	1000000	Transcription factor
DNMT1	4	1101100	Chromatin remodeller,RNA binding protein,Transcription factor,Transcription cofactor
DNMT1	4	1101100	RNA binding protein,Transcription factor,Transcription cofactor,Chromatin remodeller
DNMT3A	2	1000100	Transcription factor,Chromatin remodeller
DNMT3B	3	1100100	Chromatin remodeller,Transcription cofactor,Transcription factor
DPF1	2	1100000	Transcription factor,Transcription cofactor
DPF2	3	1100100	Transcription cofactor,Transcription factor,Chromatin remodeller
DPF2	3	1100100	Transcription factor,Transcription cofactor,Chromatin remodeller
DPRX	1	1000000	Transcription factor
DRGX	1	1000000	Transcription factor
DROSHA	2	1001000	RNA binding protein,Transcription factor
DTL	2	1001000	RNA binding protein,Transcription factor
DUSP22	1	0000010	Nuclear enzyme
DUSP26	1	0100000	Transcription cofactor
DUX4	1	1000000	Transcription factor
DUXA	1	1000000	Transcription factor
E2F1	1	1000000	Transcription factor
E2F2	1	1000000	Transcription factor
E2F3	1	1000000	Transcription factor
E2F4	2	1000100	Chromatin remodeller,Transcription factor
E2F4	2	1000100	Transcription factor,Chromatin remodeller
E2F5	1	1000000	Transcription factor
E2F6	1	1000000	Transcription factor
E2F7	1	1000000	Transcription factor
E2F8	1	1000000	Transcription factor
E4F1	1	1000000	Transcription factor
EBF1	1	1000000	Transcription factor
EBF3	1	1000000	Transcription factor
ECSIT	1	0010000	Others
EDN1	1	0010000	Others
EED	4	1101001	Transcription factor,Transcription cofactor,Polycomb group (PcG) protein,RNA binding protein
EEF1AKMT3	1	0010000	Others
EEF1D	1	0010000	Others
EGLN2	1	0100000	Transcription cofactor
EGR1	1	1000000	Transcription factor
EGR2	1	1000000	Transcription factor
EGR3	1	1000000	Transcription factor
EGR4	1	1000000	Transcription factor
EHF	2	1001000	Transcription factor,RNA binding protein
EHMT2	3	1100100	Chromatin remodeller,Transcription factor,Transcription cofactor
EIF5A2	1	0010000	Others
ELF1	1	1000000	Transcription factor
ELF2	1	1000000	Transcription factor
ELF3	1	1000000	Transcription factor
ELF4	1	1000000	Transcription factor
ELF5	1	1000000	Transcription factor
ELK1	1	1000000	Transcription factor
ELK3	1	1000000	Transcription factor
ELK4	1	1000000	Transcription factor
ELL2	1	0100000	Transcription cofactor
ELL	3	1101000	RNA binding protein,Transcription factor,Transcription cofactor
EMSY	2	1100000	Transcription factor,Transcription cofactor
EMX1	1	1000000	Transcription factor
EMX2	1	1000000	Transcription factor
EN1	1	1000000	Transcription factor
EN2	1	1000000	Transcription factor
ENO1	2	1100000	Transcription cofactor,Transcription factor
EOMES	1	1000000	Transcription factor
EP300	3	1100100	Transcription factor,Transcription cofactor,Chromatin remodeller
EP400	3	1100100	Transcription factor,Transcription cofactor,Chromatin remodeller
EPAS1	1	1000000	Transcription factor
ERF	2	1001000	RNA binding protein,Transcription factor
ERG	2	1001000	RNA binding protein,Transcription factor
ERG	2	1001000	Transcription factor,RNA binding protein
ESR1	1	1000000	Transcription factor
ESR2	1	1000000	Transcription factor
ESRP1	1	0010000	Others
ESRP2	1	0010000	Others
ESRRA	1	1000000	Transcription factor
ESRRB	1	1000000	Transcription factor
ESRRG	1	1000000	Transcription factor
ESX1	1	1000000	Transcription factor
ETFB	1	0010000	Others
ETS1	1	1000000	Transcription factor
ETS2	1	1000000	Transcription factor
ETV1	1	1000000	Transcription factor
ETV2	1	1000000	Transcription factor
ETV3	1	1000000	Transcription factor
ETV4	1	1000000	Transcription factor
ETV5	1	1000000	Transcription factor
ETV6	1	1000000	Transcription factor
ETV7	1	1000000	Transcription factor
EVX1	1	1000000	Transcription factor
EVX2	1	1000000	Transcription factor
EWSR1	3	1101000	RNA binding protein,Transcription factor,Transcription cofactor
EWSR1	3	1101000	Transcription cofactor,Transcription factor,RNA binding protein
EXO5	1	0000010	Nuclear enzyme
EZH1	5	1101101	Polycomb group (PcG) protein,Transcription factor,Transcription cofactor,Chromatin remodeller,RNA binding protein
EZH2	5	1101101	Chromatin remodeller,Polycomb group (PcG) protein,Transcription cofactor,Transcription factor,RNA binding protein
EZH2	5	1101101	Transcription cofactor,Transcription factor,Polycomb group (PcG) protein,RNA binding protein,Chromatin remodeller
EZR	3	1101000	Transcription factor,Transcription cofactor,RNA binding protein
FAAP24	1	0010000	Others
FANCL	1	0000010	Nuclear enzyme
FERD3L	1	1000000	Transcription factor
FEV	2	1001000	Transcription factor,RNA binding protein
FEZ1	1	0010000	Others
FEZF1	1	1000000	Transcription factor
FEZF2	1	1000000	Transcription factor
FGF19	1	0010000	Others
FHL2	1	0100000	Transcription cofactor
FIGLA	1	1000000	Transcription factor
FIP1L1	2	1001000	RNA binding protein,Transcription factor
FIP1L1	2	1001000	Transcription factor,RNA binding protein
FLI1	1	1000000	Transcription factor
FOS	2	1001000	RNA binding protein,Transcription factor
FOSB	1	1000000	Transcription factor
FOSL1	1	1000000	Transcription factor
FOSL2	1	1000000	Transcription factor
FOXA1	1	1000000	Transcription factor
FOXA2	1	1000000	Transcription factor
FOXA3	1	1000000	Transcription factor
FOXB1	1	1000000	Transcription factor
FOXB2	1	1000000	Transcription factor
FOXC1	1	1000000	Transcription factor
FOXC2	1	1000000	Transcription factor
FOXD1	1	1000000	Transcription factor
FOXD2	1	1000000	Transcription factor
FOXD3	1	1000000	Transcription factor
FOXE1	1	1000000	Transcription factor
FOXF1	1	1000000	Transcription factor
FOXF2	1	1000000	Transcription factor
FOXG1	1	1000000	Transcription factor
FOXH1	1	1000000	Transcription factor
FOXI1	1	1000000	Transcription factor
FOXI2	1	1000000	Transcription factor
FOXJ1	1	1000000	Transcription factor
FOXJ2	1	1000000	Transcription factor
FOXJ3	1	1000000	Transcription factor
FOXK1	1	1000000	Transcription factor
FOXK2	1	1000000	Transcription factor
FOXL1	1	1000000	Transcription factor
FOXL2	1	1000000	Transcription factor
FOXM1	1	1000000	Transcription factor
FOXN1	1	1000000	Transcription factor
FOXN2	1	1000000	Transcription factor
FOXN3	1	1000000	Transcription factor
FOXO1	1	1000000	Transcription factor
FOXO3	1	1000000	Transcription factor
FOXO4	1	1000000	Transcription factor
FOXO6	1	1000000	Transcription factor
FOXP1	1	1000000	Transcription factor
FOXP2	1	1000000	Transcription factor
FOXP3	1	1000000	Transcription factor
FOXP4	1	1000000	Transcription factor
FOXQ1	1	1000000	Transcription factor
FOXR2	1	1000000	Transcription factor
FOXS1	1	1000000	Transcription factor
FUBP1	2	1010000	Transcription factor,Others
FUS	3	1101000	Transcription cofactor,Transcription factor,RNA binding protein
GABPA	1	1000000	Transcription factor
GABPB1	1	1000000	Transcription factor
GADD45A	1	0010000	Others
GAR1	1	0010000	Others
GATA1	1	1000000	Transcription factor
GATA2	1	1000000	Transcription factor
GATA3	1	1000000	Transcription factor
GATA4	1	1000000	Transcription factor
GATA5	1	1000000	Transcription factor
GATA6	1	1000000	Transcription factor
GATAD1	1	1000000	Transcription factor
GATAD2A	2	1000100	Chromatin remodeller,Transcription factor
GATAD2B	2	1000100	Chromatin remodeller,Transcription factor
GATAD2B	2	1000100	Transcription factor,Chromatin remodeller
GBX1	1	1000000	Transcription factor
GBX2	1	1000000	Transcription factor
GCM1	1	1000000	Transcription factor
GCM2	1	1000000	Transcription factor
GFI1	1	1000000	Transcription factor
GFI1B	1	1000000	Transcription factor
GIT2	1	0000010	Nuclear enzyme
GLI1	1	1000000	Transcription factor
GLI2	1	1000000	Transcription factor
GLI3	1	1000000	Transcription factor
GLI4	1	1000000	Transcription factor
GLIS1	1	1000000	Transcription factor
GLIS2	1	1000000	Transcription factor
GLIS3	1	1000000	Transcription factor
GLYCTK	1	0000010	Nuclear enzyme
GLYR1	2	1000100	Transcription factor,Chromatin remodeller
GMEB1	1	1000000	Transcription factor
GMEB2	1	1000000	Transcription factor
GOT1	1	0000010	Nuclear enzyme
GPD1	1	0000010	Nuclear enzyme
GRHL1	1	1000000	Transcription factor
GRHL2	1	1000000	Transcription factor
GRHL3	1	1000000	Transcription factor
GRHPR	1	0100000	Transcription cofactor
GSC	2	1001000	Transcription factor,RNA binding protein
GSC2	1	1000000	Transcription factor
GSPT2	1	0010000	Others
GSX1	1	1000000	Transcription factor
GSX2	1	1000000	Transcription factor
GTF2A1	1	0100000	Transcription cofactor
GTF2A2	2	1100000	Transcription factor,Transcription cofactor
GTF2B	2	1100000	Transcription factor,Transcription cofactor
GTF2E2	1	1000000	Transcription factor
GTF2F1	3	1101000	Transcription cofactor,Transcription factor,RNA binding protein
GTF2F1	3	1101000	Transcription factor,Transcription cofactor,RNA binding protein
GTF2H3	1	0100000	Transcription cofactor
GTF2I	1	1000000	Transcription factor
GTF3A	1	1000000	Transcription factor
GTF3C1	1	1000000	Transcription factor
GTF3C2	1	1000000	Transcription factor
GTPBP1	1	0010000	Others
GTPBP6	1	0010000	Others
GZF1	1	1000000	Transcription factor
H1FX	1	0010000	Others
H2AFY	1	0010000	Others
H2AFZ	1	0100000	Transcription cofactor
HAND1	1	1000000	Transcription factor
HAND2	1	1000000	Transcription factor
HBP1	2	1001000	RNA binding protein,Transcription factor
HCFC1	3	1100100	Chromatin remodeller,Transcription factor,Transcription cofactor
HCFC1	3	1100100	Transcription cofactor,Transcription factor,Chromatin remodeller
HCFC2	2	0100100	Chromatin remodeller,Transcription cofactor
HCLS1	1	0100000	Transcription cofactor
HDAC1	4	1101100	Chromatin remodeller,Transcription cofactor,Transcription factor,RNA binding protein
HDAC1	4	1101100	Transcription cofactor,Transcription factor,RNA binding protein,Chromatin remodeller
HDAC2	3	1100100	Transcription factor,Transcription cofactor,Chromatin remodeller
HDAC3	3	1100100	Chromatin remodeller,Transcription cofactor,Transcription factor
HDAC6	3	1100100	Chromatin remodeller,Transcription cofactor,Transcription factor
HDAC6	3	1100100	Transcription cofactor,Transcription factor,Chromatin remodeller
HDAC8	3	1100100	Transcription cofactor,Transcription factor,Chromatin remodeller
HDAC8	3	1100100	Transcription factor,Transcription cofactor,Chromatin remodeller
HDGF	4	1101100	Chromatin remodeller,RNA binding protein,Transcription cofactor,Transcription factor
HDGF	4	1101100	Chromatin remodeller,Transcription cofactor,RNA binding protein,Transcription factor
HDX	2	1001000	Transcription factor,RNA binding protein
HENMT1	1	0010000	Others
HERPUD1	1	0010000	Others
HES1	1	1000000	Transcription factor
HES2	1	1000000	Transcription factor
HES4	1	1000000	Transcription factor
HES5	1	1000000	Transcription factor
HES6	1	1000000	Transcription factor
HES7	1	1000000	Transcription factor
HESX1	1	1000000	Transcription factor
HEXIM1	1	0100000	Transcription cofactor
HEY1	1	1000000	Transcription factor
HEY2	1	1000000	Transcription factor
HEYL	1	1000000	Transcription factor
HHAT	1	0000010	Nuclear enzyme
HHEX	1	1000000	Transcription factor
HIC1	1	1000000	Transcription factor
HIC2	1	1000000	Transcription factor
HIF1A	1	1000000	Transcription factor
HIF3A	1	1000000	Transcription factor
HINFP	1	1000000	Transcription factor
HIRIP3	1	0010000	Others
HIST1H2BN	1	0010000	Others
HIST2H2AB	1	0010000	Others
HIST2H2BE	1	0010000	Others
HIVEP1	1	1000000	Transcription factor
HIVEP2	1	1000000	Transcription factor
HIVEP3	1	1000000	Transcription factor
HLF	2	1001000	RNA binding protein,Transcription factor
HLTF	3	1101000	RNA binding protein,Transcription cofactor,Transcription factor
HLTF	3	1101000	Transcription cofactor,RNA binding protein,Transcription factor
HLX	2	1001000	RNA binding protein,Transcription factor
HMBOX1	1	1000000	Transcription factor
HMG20B	1	1000000	Transcription factor
HMGA1	1	1000000	Transcription factor
HMGA2	1	1000000	Transcription factor
HMGN3	1	1000000	Transcription factor
HMX1	1	1000000	Transcription factor
HMX2	1	1000000	Transcription factor
HMX3	1	1000000	Transcription factor
HNF1A	1	1000000	Transcription factor
HNF1B	1	1000000	Transcription factor
HNF4A	1	1000000	Transcription factor
HNF4G	1	1000000	Transcription factor
HNRNPA0	1	0001000	RNA binding protein
HNRNPA1	1	0001000	RNA binding protein
HNRNPC	2	0101000	RNA binding protein,Transcription cofactor
HNRNPH1	2	1001000	Transcription factor,RNA binding protein
HNRNPH3	1	0010000	Others
HNRNPK	3	1101000	RNA binding protein,Transcription factor,Transcription cofactor
HNRNPL	2	1001000	Transcription factor,RNA binding protein
HNRNPLL	2	1001000	RNA binding protein,Transcription factor
HNRNPLL	2	1001000	Transcription factor,RNA binding protein
HNRNPUL1	2	1001000	RNA binding protein,Transcription factor
HOMEZ	1	1000000	Transcription factor
HOXA10	1	1000000	Transcription factor
HOXA1	1	1000000	Transcription factor
HOXA11	1	1000000	Transcription factor
HOXA13	1	1000000	Transcription factor
HOXA2	1	1000000	Transcription factor
HOXA3	1	1000000	Transcription factor
HOXA4	1	1000000	Transcription factor
HOXA5	1	1000000	Transcription factor
HOXA6	1	1000000	Transcription factor
HOXA7	1	1000000	Transcription factor
HOXA9	1	1000000	Transcription factor
HOXB1	1	1000000	Transcription factor
HOXB13	1	1000000	Transcription factor
HOXB2	1	1000000	Transcription factor
HOXB3	1	1000000	Transcription factor
HOXB4	1	1000000	Transcription factor
HOXB5	1	1000000	Transcription factor
HOXB6	1	1000000	Transcription factor
HOXB7	1	1000000	Transcription factor
HOXB8	1	1000000	Transcription factor
HOXB9	1	1000000	Transcription factor
HOXC10	1	1000000	Transcription factor
HOXC11	1	1000000	Transcription factor
HOXC12	1	1000000	Transcription factor
HOXC13	1	1000000	Transcription factor
HOXC4	1	1000000	Transcription factor
HOXC5	1	1000000	Transcription factor
HOXC6	1	1000000	Transcription factor
HOXC8	1	1000000	Transcription factor
HOXC9	1	1000000	Transcription factor
HOXD10	1	1000000	Transcription factor
HOXD1	1	1000000	Transcription factor
HOXD11	1	1000000	Transcription factor
HOXD12	1	1000000	Transcription factor
HOXD13	1	1000000	Transcription factor
HOXD3	1	1000000	Transcription factor
HOXD4	1	1000000	Transcription factor
HOXD8	1	1000000	Transcription factor
HOXD9	1	1000000	Transcription factor
HP1BP3	1	0010000	Others
HSF1	1	1000000	Transcription factor
HSF2	1	1000000	Transcription factor
HSF4	1	1000000	Transcription factor
HSF5	1	1000000	Transcription factor
HSFY1	1	1000000	Transcription factor
HSFY2	1	1000000	Transcription factor
HSPA1L	1	0010000	Others
HSPA5	1	0010000	Others
HTATIP2	1	0100000	Transcription cofactor
ICE1	1	0100000	Transcription cofactor
ICE2	1	0100000	Transcription cofactor
ID1	2	1000100	Transcription factor,Chromatin remodeller
ID2	1	1000000	Transcription factor
ID3	1	1000000	Transcription factor
ID4	1	1000000	Transcription factor
IKZF1	2	1000100	Chromatin remodeller,Transcription factor
IKZF2	1	1000000	Transcription factor
IKZF3	1	1000000	Transcription factor
IKZF5	1	1000000	Transcription factor
IL24	1	0010000	Others
ILF3	2	1001000	RNA binding protein,Transcription factor
ILK	3	1101000	RNA binding protein,Transcription factor,Transcription cofactor
ILK	3	1101000	Transcription factor,Transcription cofactor,RNA binding protein
ING3	2	0100100	Transcription cofactor,Chromatin remodeller
INSM1	1	1000000	Transcription factor
IRF1	1	1000000	Transcription factor
IRF2	1	1000000	Transcription factor
IRF3	1	1000000	Transcription factor
IRF4	1	1000000	Transcription factor
IRF5	1	1000000	Transcription factor
IRF6	1	1000000	Transcription factor
IRF7	1	1000000	Transcription factor
IRF8	1	1000000	Transcription factor
IRF9	1	1000000	Transcription factor
IRX2	1	1000000	Transcription factor
IRX3	1	1000000	Transcription factor
IRX4	1	1000000	Transcription factor
IRX5	1	1000000	Transcription factor
IRX6	1	1000000	Transcription factor
ISL1	1	1000000	Transcription factor
ISL2	1	1000000	Transcription factor
ISX	2	1001000	Transcription factor,RNA binding protein
ITGB2	1	0010000	Others
IVD	2	1001000	Transcription factor,RNA binding protein
JARID2	2	1000100	Transcription factor,Chromatin remodeller
JDP2	1	1000000	Transcription factor
JMJD1C	2	0100100	Transcription cofactor,Chromatin remodeller
JMJD6	2	0100100	Transcription cofactor,Chromatin remodeller
JUN	2	1001000	RNA binding protein,Transcription factor
JUNB	1	1000000	Transcription factor
JUND	1	1000000	Transcription factor
KAT2B	4	1101100	Transcription cofactor,RNA binding protein,Transcription factor,Chromatin remodeller
KAT2B	4	1101100	Transcription factor,Transcription cofactor,RNA binding protein,Chromatin remodeller
KAT5	3	1100100	Chromatin remodeller,Transcription factor,Transcription cofactor
KAT7	2	1000100	Chromatin remodeller,Transcription factor
KAT8	3	1100100	Chromatin remodeller,Transcription cofactor,Transcription factor
KCNIP1	1	0010000	Others
KDM1A	4	1101100	Chromatin remodeller,Transcription factor,RNA binding protein,Transcription cofactor
KDM1A	4	1101100	RNA binding protein,Chromatin remodeller,Transcription cofactor,Transcription factor
